"RefSeq.mRNA" "Transcript_length" "UTR_length"
"897" "NM_001193333" 1803 111
"898" "NM_032935" 294 24
"899" "NM_001128302" 1626 887
"900" "NM_001128301" 1626 887
"901" "NM_005796" 2321 1653
"902" "NM_004352" 2435 1486
"903" "NM_012106" 2130 1367
"904" "NM_015993" 1512 815
"905" "NM_002990" 2929 2601
"906" "NM_001361" 2426 1216
"907" "NM_002987" 615 200
"908" "NM_001082487" 2052 93
"909" "NM_022914" 2052 93
"910" "NM_032940" 2057 890
"911" "NM_016948" 1248 126
"912" "NM_002428" 4250 1454
"913" "NM_024598" 2282 1372
"914" "NM_014157" 5272 4058
"915" "NM_001305173" 1810 226
"916" "NM_001080492" 1810 226
"917" "NM_002513" 1069 362
"918" "NM_002811" 1670 554
"919" "NM_001160305" 1553 80
"920" "NM_018231" 4392 2275
"921" "NM_138612" 1163 256
"922" "NM_018667" 5453 2880
"923" "NM_003983" 6251 4490
"924" "NM_012320" 2727 1404
"925" "NM_024306" 2424 1234
"926" "" 10301 9644
"927" "NM_006849" 1698 101
"928" "NM_001176" 949 195
"929" "NM_002434" 1193 64
"930" "NM_031463" 3519 2348
"931" "NM_021197" 1534 14
"932" "NM_021197" 1534 529
"933" "NM_001282467" 1534 14
"934" "NM_001282467" 1534 529
"935" "NM_001282466" 1534 14
"936" "NM_001282466" 1534 529
"937" "NM_005153" 3009 498
"938" "NM_000548" 6156 101
"939" "NM_021646" 5880 4136
"940" "NM_005009" 995 416
"941" "NM_020664" 1615 597
"942" "NM_001271285" 806 15
"943" "" 915 350
"944" "NM_005861" 1472 309
"945" "NM_001318733" 1560 215
"946" "NM_000243" 3499 1112
"947" "NM_001888" 1471 259
"948" "NM_005632" 4744 1119
"949" "NM_001169" 1359 447
"950" "NM_020718" 10699 6639
"951" "" 1621 589
"952" "NM_001080430" 3233 1216
"953" "NM_001042539" 2698 21
"954" "NM_001042539" 2698 1087
"955" "NM_006319" 2353 831
"956" "NM_005881" 2128 525
"957" "NM_032188" 1525 129
"958" "NM_024780" 3687 1146
"959" "NM_001172504" 2858 919
"960" "NM_001012991" 6432 4975
"961" "NM_001164273" 12042 2662
"962" "NM_020980" 3034 1775
"963" "NM_004383" 2767 684
"964" "NM_139242" 2734 1549
"965" "NM_016563" 2640 1561
"966" "NM_004390" 2190 1071
"967" "NM_018689" 7226 2851
"968" "NM_139265" 6416 4705
"969" "NM_201631" 2767 595
"970" "NM_005254" 2726 1368
"971" "NM_013243" 3315 1504
"972" "NM_018163" 3731 2784
"973" "NM_133639" 1705 843
"974" "NM_020857" 3895 633
"975" "NM_007280" 1236 485
"976" "NM_001311255" 4037 3196
"977" "NM_012388" 4037 3196
"978" "NM_001440" 6483 2820
"979" "NM_004462" 2176 699
"980" "NM_012154" 14581 11887
"981" "NM_018440" 10744 8733
"982" "NM_003235" 8450 102
"983" "NM_018310" 2603 1221
"984" "NM_024699" 1798 971
"985" "NM_006269" 7100 480
"986" "NM_003821" 2584 646
"987" "NM_016134" 1947 317
"988" "NM_001359" 1207 110
"989" "NM_003012" 4492 3208
"990" "NM_000930" 2706 759
"991" "NM_014420" 894 31
"992" "NM_018972" 3666 2508
"993" "NM_001568" 1543 141
"994" "NM_014673" 1243 313
"995" "NM_080838" 1205 353
"996" "NM_007029" 2223 1300
"997" "" 5480 1473
"998" "NM_017444" 2488 1889
"999" "NM_032041" 3283 2581
"1000" "NM_002066" 723 155
"1001" "NM_001282873" 9418 565
"1002" "NM_023078" 2678 1786
"1003" "NM_015458" 7481 5357
"1004" "NM_006571" 1127 466
"1005" "NM_000637" 3119 1458
"1006" "NM_003844" 2714 1241
"1007" "NM_001009552" 2006 624
"1008" "NM_005382" 4020 486
"1009" "NM_017634" 3401 2009
"1010" "" 1384 239
"1011" "NM_014516" 2852 273
"1012" "NM_020158" 1118 258
"1013" "NM_006702" 4617 201
"1014" "NM_001005377" 1610 309
"1015" "NM_019088" 2066 138
"1016" "NM_006949" 1876 62
"1017" "NM_000896" 5050 3439
"1018" "NM_014650" 2577 299
"1019" "NM_013256" 4335 1973
"1020" "NM_001288759" 4335 1973
"1021" "" 3538 777
"1022" "NM_001173498" 3170 103
"1023" "NM_003323" 1754 45
"1024" "NM_014475" 1081 35
"1025" "" 1478 90
"1026" "" 1478 118
"1027" "" 1478 119
"1028" "" 1478 129
"1029" "" 1478 114
"1030" "" 1478 109
"1031" "NM_001398" 1411 190
"1032" "NM_001533" 2471 333
"1033" "NM_000894" 514 87
"1034" "NM_017827" 2057 339
"1035" "NM_031886" 4372 2644
"1036" "NM_001301069" 1603 119
"1037" "NM_006509" 2294 403
"1038" "NM_007056" 2234 110
"1039" "NM_022165" 755 86
"1040" "NM_019121" 3163 7
"1041" "NM_019121" 3163 714
"1042" "NM_001136019" 1798 213
"1043" "NM_001824" 1657 335
"1044" "NM_080662" 1062 326
"1045" "NM_020309" 2973 1117
"1046" "NM_006397" 1165 170
"1047" "NM_007165" 1963 132
"1048" "NM_000479" 1821 115
"1049" "NM_014419" 1222 87
"1050" "NM_001142554" 2179 27
"1051" "NM_001193374" 520 104
"1052" "NM_020415" 520 104
"1053" "NM_030785" 2456 158
"1054" "NM_024682" 2366 119
"1055" "NM_030818" 1792 223
"1056" "NM_198969" 1884 908
"1057" "NM_003021" 2330 5
"1058" "NM_003021" 2330 1219
"1059" "" 1378 62
"1060" "" 1378 52
"1061" "" 1378 195
"1062" "NM_003083" 1542 485
"1063" "" 504 260
"1064" "NM_032836" 2660 1078
"1065" "NM_032207" 3427 39
"1066" "NM_032207" 3427 1256
"1067" "NM_001082" 2407 747
"1068" "NM_024794" 1822 517
"1069" "NM_024691" 2309 589
"1070" "NM_005071" 1719 15
"1071" "" 2321 1856
"1072" "" 558 84
"1073" "" 558 71
"1074" "" 558 172
"1075" "NM_013268" 602 136
"1076" "NM_001436" 1160 79
"1077" "NM_001828" 635 129
"1078" "" 1783 209
"1079" "" 1783 1088
"1080" "NM_005755" 1186 442
"1081" "NM_001281" 1473 162
"1082" "NM_024333" 1831 192
"1083" "NM_006233" 913 44
"1084" "NM_005166" 2495 346
"1085" "NM_001024807" 2495 346
"1086" "" 2797 18
"1087" "" 2797 135
"1088" "" 2797 311
"1089" "NM_015603" 2093 274
"1090" "NM_000660" 2769 728
"1091" "NM_018035" 1692 911
"1092" "NM_001817" 1205 358
"1093" "NM_005817" 2333 850
"1094" "NM_001783" 1258 391
"1095" "NM_030657" 983 291
"1096" "" 500 38
"1097" "NM_005601" 843 164
"1098" "NM_003259" 3000 161
"1099" "NM_001291484" 2874 35
"1100" "NM_001291484" 2874 614
"1101" "NM_004363" 2874 35
"1102" "NM_004363" 2874 614
"1103" "NM_000554" 4470 3362
"1104" "NM_003167" 1987 988
"1105" "NM_007065" 1608 416
"1106" "NM_006423" 821 164
"1107" "NM_032488" 523 133
"1108" "NM_181710" 1426 74
"1109" "NM_001523" 2087 314
"1110" "NM_004283" 4273 3351
"1111" "NM_001352" 2229 806
"1112" "NM_000121" 2411 778
"1113" "NM_017805" 3308 210
"1114" "NM_019113" 885 104
"1115" "" 599 283
"1116" "NM_031896" 1016 92
"1117" "NM_000159" 1956 427
"1118" "NM_013976" 1956 427
"1119" "NM_001375" 1955 778
"1120" "NM_024316" 1542 559
"1121" "NM_000980" 665 52
"1122" "NM_000453" 3576 1296
"1123" "NM_002248" 3625 1673
"1124" "NM_001286826" 2503 1135
"1125" "NM_015683" 2503 1135
"1126" "NM_005027" 4033 1245
"1127" "NM_002866" 1528 685
"1128" "NM_001281532" 603 156
"1129" "NM_172341" 603 156
"1130" "NM_000095" 2461 141
"1131" "" 1223 445
"1132" "NM_032635" 899 78
"1133" "NM_014364" 1489 145
"1134" "NM_021175" 558 70
"1135" "NM_003367" 1634 555
"1136" "NM_024069" 1426 746
"1137" "" 1710 406
"1138" "NM_001312656" 2698 892
"1139" "NM_006494" 2698 892
"1140" "NM_019884" 2188 607
"1141" "" 3309 112
"1142" "NM_015073" 7987 2131
"1143" "NM_145296" 2178 961
"1144" "NM_000446" 2568 1267
"1145" "NM_005692" 2185 233
"1146" "NM_000601" 5989 3574
"1147" "NM_002291" 5725 132
"1148" "NM_015983" 3974 3440
"1149" "NM_057168" 3147 1758
"1150" "NM_001869" 1366 50
"1151" "NM_016352" 2797 1502
"1152" "NM_033107" 7531 6300
"1153" "NM_006528" 2444 1422
"1154" "NM_001271004" 2444 1422
"1155" "NM_001271003" 2444 1422
"1156" "NM_005868" 1504 987
"1157" "NM_005746" 4582 2797
"1158" "NM_001002926" 3942 2853
"1159" "" 1745 432
"1160" "NM_002214" 8751 5756
"1161" "NM_012257" 2829 1097
"1162" "NM_001326542" 6126 3552
"1163" "NM_001326543" 6126 3552
"1164" "NM_003112" 6126 3552
"1165" "NM_001284291" 2003 507
"1166" "NM_005221" 1688 343
"1167" "NM_001303037" 8452 6578
"1168" "NM_016447" 8452 6578
"1169" "NM_002541" 4181 1066
"1170" "NM_022150" 1190 551
"1171" "NM_138635" 3804 3352
"1172" "NM_001233" 3301 2419
"1173" "NM_001206747" 3301 2419
"1174" "NM_006735" 1814 371
"1175" "NM_001040167" 2377 1216
"1176" "NM_019102" 1657 782
"1177" "NM_024014" 989 261
"1178" "NM_012338" 2798 1271
"1179" "NM_000522" 5030 3833
"1180" "" 1500 22
"1181" "" 1500 539
"1182" "NM_004067" 3530 1592
"1183" "NM_001293071" 3530 1592
"1184" "NM_001293070" 3530 1592
"1185" "NM_001293072" 3530 1592
"1186" "NM_001321382" 1483 464
"1187" "NM_148912" 1483 464
"1188" "NM_017946" 4960 4147
"1189" "NM_004603" 2095 1200
"1190" "NM_006092" 4499 1110
"1191" "NM_002991" 582 130
"1192" "NM_003910" 1035 166
"1193" "NM_000777" 1720 110
"1194" "NM_001291829" 1720 110
"1195" "NM_001291830" 1720 110
"1196" "NM_013321" 4727 3285
"1197" "NM_003941" 4435 2583
"1198" "NM_012269" 2407 322
"1199" "" 2007 69
"1200" "NM_006303" 1225 142
"1201" "NM_003227" 2888 440
"1202" "NM_001206855" 2888 440
"1203" "NM_001040097" 1053 142
"1204" "NM_002593" 1702 71
"1205" "NM_018077" 15507 13111
"1206" "" 1295 124
"1207" "" 1295 95
"1208" "" 1295 27
"1209" "" 1295 72
"1210" "" 1295 258
"1211" "NM_000602" 3190 1823
"1212" "NM_178176" 2132 938
"1213" "" 6078 4923
"1214" "NM_001084" 2920 303
"1215" "NM_002947" 2020 481
"1216" "NM_016068" 734 193
"1217" "NM_138426" 4743 2541
"1218" "NM_138403" 1009 149
"1219" "" 2424 833
"1220" "NM_018718" 6513 5119
"1221" "NM_001099220" 6950 3194
"1222" "NM_001253900" 2465 1235
"1223" "NM_002402" 2465 1235
"1224" "NM_002889" 740 9
"1225" "NM_002889" 740 120
"1226" "NM_020192" 899 174
"1227" "NM_015660" 1449 340
"1228" "NM_002787" 1487 716
"1229" "NM_031903" 1035 280
"1230" "NM_001321201" 927 334
"1231" "NM_018224" 927 334
"1232" "NM_001129" 4081 298
"1233" "" 1597 85
"1234" "NM_021223" 612 56
"1235" "NM_001707" 1975 941
"1236" "NM_006555" 2696 2011
"1237" "NM_003388" 5563 2094
"1238" "NM_080591" 2328 633
"1239" "NM_014930" 5154 2912
"1240" "NM_145271" 2506 569
"1241" "NM_016410" 1477 679
"1242" "NM_006731" 7364 5853
"1243" "" 2697 1971
"1244" "NM_006808" 545 190
"1245" "NM_001317163" 5465 403
"1246" "NM_001735" 5465 403
"1247" "" 4414 888
"1248" "NM_001244" 1906 1086
"1249" "" 736 6
"1250" "NM_006911" 967 281
"1251" "NM_018465" 932 265
"1252" "NM_001286772" 3378 2544
"1253" "NM_001171197" 3763 2452
"1254" "NM_001171195" 3763 2452
"1255" "NM_001281299" 640 164
"1256" "NM_003792" 640 164
"1257" "NM_001281298" 640 164
"1258" "NM_015046" 11100 2882
"1259" "NM_000606" 855 185
"1260" "" 1868 321
"1261" "NM_013314" 1784 270
"1262" "NM_000783" 2125 585
"1263" "NM_001001976" 4930 3258
"1264" "NM_022124" 11139 668
"1265" "NM_018999" 7664 4973
"1266" "NM_001141945" 1349 148
"1267" "NM_001613" 1349 148
"1268" "NM_030971" 3089 1654
"1269" "NM_024326" 2362 142
"1270" "NM_014889" 3450 300
"1271" "NM_024928" 1417 141
"1272" "NM_021800" 1201 450
"1273" "NM_005729" 2190 1494
"1274" "NM_015188" 5272 2833
"1275" "NM_000250" 3215 799
"1276" "NM_006456" 2170 724
"1277" "NM_020162" 5618 3292
"1278" "NM_016001" 1894 13
"1279" "NM_016001" 1894 151
"1280" "NM_001321241" 1607 375
"1281" "NM_016016" 1607 375
"1282" "NM_002561" 2309 640
"1283" "NM_000502" 2708 10
"1284" "NM_000502" 2708 438
"1285" "NM_005208" 783 133
"1286" "NM_020772" 10850 8702
"1287" "NM_014030" 3768 1232
"1288" "NM_000981" 732 78
"1289" "NM_006695" 1821 365
"1290" "NM_000759" 1509 853
"1291" "NM_003168" 1489 1067
"1292" "NM_030753" 3355 7
"1293" "NM_030753" 3355 2115
"1294" "NM_013276" 3838 2297
"1295" "NM_014604" 1377 845
"1296" "NM_002558" 2697 1221
"1297" "NM_003770" 1475 124
"1298" "NM_054022" 855 181
"1299" "NM_018129" 2397 1505
"1300" "NM_145301" 1527 599
"1301" "NM_001272060" 5375 3775
"1302" "NM_003161" 5375 3775
"1303" "NM_001127228" 2232 1382
"1304" "NM_004278" 1137 360
"1305" "" 1445 21
"1306" "" 1445 143
"1307" "NM_018952" 1660 659
"1308" "NM_005022" 1291 247
"1309" "NM_003562" 1897 610
"1310" "NM_016084" 1746 687
"1311" "" 2194 103
"1312" "NM_001212" 1169 237
"1313" "NM_001304" 9394 5174
"1314" "NM_004871" 6039 5213
"1315" "NM_020198" 3466 1630
"1316" "NM_016060" 1654 1151
"1317" "NM_001388" 1964 730
"1318" "NM_007202" 4072 1924
"1319" "NM_000691" 1779 236
"1320" "" 1800 333
"1321" "NM_004710" 2325 1590
"1322" "NM_004396" 2554 306
"1323" "" 4581 3319
"1324" "NM_183377" 3443 877
"1325" "NM_002982" 741 375
"1326" "NM_002981" 592 230
"1327" "NM_005408" 851 478
"1328" "" 2675 986
"1329" "NM_002278" 1750 298
"1330" "NM_021078" 3109 540
"1331" "NM_000263" 2544 210
"1332" "" 1265 274
"1333" "NM_016428" 2109 509
"1334" "NM_000088" 6727 2212
"1335" "NM_016504" 716 224
"1336" "NM_018509" 2910 1749
"1337" "NM_001015053" 5326 1629
"1338" "NM_002722" 460 123
"1339" "NM_004090" 4110 3487
"1340" "NM_000727" 1266 525
"1341" "NM_002126" 5547 4185
"1342" "NM_001406" 3222 1801
"1343" "NM_016492" 1009 155
"1344" "NM_002903" 2819 1774
"1345" "NM_005963" 6024 108
"1346" "NM_000638" 2149 92
"1347" "NM_021137" 3627 2408
"1348" "NM_014573" 2568 1891
"1349" "NM_003593" 3436 1459
"1350" "NM_005165" 1982 410
"1351" "NM_001775" 5668 4627
"1352" "NM_004967" 1546 524
"1353" "" 2213 378
"1354" "NM_002993" 1718 1118
"1355" "NM_199320" 5772 2961
"1356" "NM_001291994" 4233 2259
"1357" "NM_014961" 4233 2259
"1358" "NM_001133" 2059 39
"1359" "NM_001133" 2059 125
"1360" "" 1914 28
"1361" "NM_003924" 3030 1724
"1362" "NM_000406" 2164 1151
"1363" "NM_025087" 2472 188
"1364" "NM_005420" 1780 781
"1365" "NM_012390" 665 163
"1366" "NM_001243736" 1220 786
"1367" "NM_002620" 522 32
"1368" "NM_003998" 4085 707
"1369" "NM_005908" 2904 163
"1370" "NM_007246" 3134 1092
"1371" "NM_000586" 1029 281
"1372" "NM_001145853" 3640 796
"1373" "NM_006005" 3640 796
"1374" "NM_018983" 1224 305
"1375" "NM_004477" 1074 74
"1376" "NM_052964" 5599 4071
"1377" "NM_015398" 2708 679
"1378" "NM_001006655" 2708 679
"1379" "NM_017425" 853 214
"1380" "NM_002231" 2289 1236
"1381" "NM_001165416" 1887 1085
"1382" "NM_001080547" 1168 313
"1383" "NM_001130035" 2016 1216
"1384" "" 848 134
"1385" "NM_001814" 1921 413
"1386" "NM_003904" 6566 5125
"1387" "NM_019604" 2469 1239
"1388" "NM_024806" 3147 275
"1389" "" 2186 236
"1390" "NM_015177" 5642 3677
"1391" "NM_030930" 2316 441
"1392" "NM_031307" 1843 298
"1393" "" 1790 556
"1394" "NM_201998" 2850 847
"1395" "NM_053056" 4307 3191
"1396" "NM_024098" 1893 755
"1397" "NM_014502" 2157 435
"1398" "NM_024092" 2413 1277
"1399" "NM_014042" 886 293
"1400" "NM_015368" 2769 1102
"1401" "" 1897 760
"1402" "NM_000040" 550 187
"1403" "NM_001558" 3695 1837
"1404" "NM_198516" 2504 267
"1405" "NM_001166" 3743 486
"1406" "NM_003477" 2389 798
"1407" "NM_016582" 2115 134
"1408" "NM_002411" 505 160
"1409" "NM_032564" 2453 1025
"1410" "NM_014267" 2049 1118
"1411" "" 491 18
"1412" "NM_003651" 1796 33
"1413" "NM_003651" 1796 441
"1414" "NM_001257145" 3717 954
"1415" "NM_000899" 1642 36
"1416" "NM_000899" 1642 599
"1417" "NM_014706" 4004 876
"1418" "NM_001165881" 3543 492
"1419" "NM_053275" 1257 65
"1420" "NM_001080855" 3785 1866
"1421" "NM_005888" 1678 468
"1422" "NM_018082" 4273 648
"1423" "NM_003622" 5933 2681
"1424" "NM_001781" 1676 994
"1425" "NM_012406" 4210 1343
"1426" "NM_005127" 1700 315
"1427" "NM_001206609" 1704 239
"1428" "NM_020039" 4072 1961
"1429" "NM_001917" 1756 507
"1430" "NM_001317395" 4163 2938
"1431" "NM_031954" 4163 2938
"1432" "NM_001303627" 6626 5318
"1433" "NM_014730" 6626 5318
"1434" "NM_000431" 1956 688
"1435" "NM_001114185" 1956 688
"1436" "NM_030809" 4471 2540
"1437" "NM_016584" 1046 305
"1438" "NM_198992" 4461 2591
"1439" "NM_000785" 2540 802
"1440" "NM_002469" 1465 513
"1441" "NM_005593" 1542 621
"1442" "NM_005269" 3613 200
"1443" "NM_020700" 6353 4506
"1444" "NM_000895" 2139 160
"1445" "NM_005230" 4205 2654
"1446" "NM_018463" 2361 877
"1447" "NM_007244" 563 17
"1448" "NM_007244" 563 101
"1449" "NM_020367" 4424 3261
"1450" "NM_001278556" 1014 329
"1451" "NM_001287222" 1014 329
"1452" "NM_016301" 1468 549
"1453" "NM_020996" 743 71
"1454" "NM_000432" 807 257
"1455" "NM_001130862" 2163 1053
"1456" "NM_001278309" 3339 229
"1457" "" 3402 94
"1458" "" 3402 123
"1459" "" 3402 2118
"1460" "NM_001310" 3754 3109
"1461" "NM_004064" 2657 7
"1462" "NM_004064" 2657 1335
"1463" "NM_001038" 3135 1025
"1464" "NM_002342" 2260 625
"1465" "NM_001304833" 1780 694
"1466" "NM_006187" 6719 3275
"1467" "NM_021071" 5129 3801
"1468" "NM_001190839" 694 240
"1469" "NM_001175" 1256 504
"1470" "NM_001271867" 1472 593
"1471" "NM_024730" 1147 321
"1472" "NM_006025" 2332 1067
"1473" "NM_001017535" 4773 3206
"1474" "NM_007197" 3281 1050
"1475" "NM_018402" 1075 493
"1476" "NM_000619" 1218 584
"1477" "NM_020401" 6457 3346
"1478" "NM_014515" 3282 1076
"1479" "NM_001199303" 3282 1076
"1480" "" 4376 596
"1481" "NM_007043" 10118 8947
"1482" "NM_016497" 1234 384
"1483" "NM_002046" 1875 200
"1484" "NM_032489" 1933 206
"1485" "NM_016319" 1721 767
"1486" "NM_002075" 1923 494
"1487" "NM_001297602" 1047 226
"1488" "NM_020244" 1585 128
"1489" "NM_001098536" 3181 551
"1490" "" 1763 564
"1491" "NM_001975" 2423 895
"1492" "NM_001301834" 560 79
"1493" "NM_138425" 560 79
"1494" "NM_001304566" 879 146
"1495" "NM_001644" 879 146
"1496" "NM_024865" 5183 4045
"1497" "NM_016072" 3227 2700
"1498" "NM_006253" 2610 1304
"1499" "NM_018686" 1787 351
"1500" "NM_013320" 5734 3250
"1501" "NM_016184" 1281 319
"1502" "NM_020661" 2819 2117
"1503" "NM_006861" 2945 2149
"1504" "NM_004373" 572 204
"1505" "NM_032491" 3378 1333
"1506" "NM_003769" 1201 350
"1507" "NM_015633" 2924 1819
"1508" "NM_002258" 1448 722
"1509" "" 4651 105
"1510" "" 4651 762
"1511" "" 4651 179
"1512" "" 4651 247
"1513" "" 4651 163
"1514" "" 4651 2232
"1515" "NM_001498" 3813 1414
"1516" "NM_001164694" 7513 6490
"1517" "NM_153048" 2009 456
"1518" "NM_001010892" 2825 536
"1519" "NM_016462" 1113 462
"1520" "NM_020425" 2405 2047
"1521" "NM_001143948" 891 99
"1522" "NM_014034" 2362 1552
"1523" "NM_138571" 3314 2567
"1524" "NM_001199621" 2998 255
"1525" "NM_025218" 3142 21
"1526" "NM_025218" 3142 2341
"1527" "NM_000434" 2045 666
"1528" "NM_025257" 2589 434
"1529" "NM_012177" 2037 633
"1530" "NM_001008505" 1465 73
"1531" "NM_021922" 2554 757
"1532" "NM_003322" 2162 452
"1533" "NM_139012" 3779 2307
"1534" "NM_001315" 4319 2788
"1535" "" 1283 22
"1536" "NM_001305102" 3576 1891
"1537" "NM_007271" 3576 1891
"1538" "" 3851 1089
"1539" "NM_002119" 3489 2659
"1540" "" 3083 578
"1541" "" 2124 783
"1542" "" 2124 62
"1543" "" 2124 89
"1544" "" 2124 107
"1545" "" 2124 204
"1546" "" 2124 426
"1547" "NM_018322" 2020 1367
"1548" "NM_001289024" 1330 377
"1549" "NM_006366" 3316 1349
"1550" "NM_030784" 5952 4345
"1551" "NM_001143957" 5952 4345
"1552" "NM_001278716" 2810 552
"1553" "NM_012160" 2810 552
"1554" "NM_001503" 3489 854
"1555" "NM_018473" 4047 3430
"1556" "NM_001016" 631 21
"1557" "NM_080742" 6565 4983
"1558" "NM_015895" 1262 299
"1559" "NM_003795" 1755 926
"1560" "NM_014797" 5519 3256
"1561" "NM_014845" 3011 162
"1562" "NM_020455" 7026 2883
"1563" "NM_014234" 990 176
"1564" "NM_018974" 2116 566
"1565" "NM_144980" 1812 380
"1566" "NM_001300806" 1629 670
"1567" "NM_005586" 1629 670
"1568" "NM_007162" 2354 620
"1569" "NM_004053" 2029 339
"1570" "" 1861 604
"1571" "NM_002098" 1113 413
"1572" "NM_000322" 2976 1694
"1573" "" 2958 2
"1574" "" 2958 199
"1575" "" 2958 110
"1576" "" 2958 92
"1577" "" 2958 130
"1578" "" 2958 59
"1579" "" 2958 108
"1580" "" 2958 53
"1581" "" 2958 170
"1582" "" 2958 127
"1583" "" 2958 101
"1584" "" 2958 72
"1585" "" 2958 116
"1586" "" 2958 1191
"1587" "NM_001300848" 899 207
"1588" "" 3958 36
"1589" "" 3958 151
"1590" "" 3958 178
"1591" "" 3958 991
"1592" "NM_002821" 4272 837
"1593" "NM_006443" 657 103
"1594" "NM_018303" 4449 1537
"1595" "NM_018247" 4594 3177
"1596" "NM_001287044" 993 372
"1597" "NM_001166691" 3477 324
"1598" "NM_003880" 1235 59
"1599" "NM_001105206" 6547 676
"1600" "NM_021572" 2544 910
"1601" "NM_001290073" 2544 910
"1602" "NM_004271" 559 3
"1603" "NM_005865" 2716 1155
"1604" "NM_005588" 2892 641
"1605" "NM_015360" 4192 808
"1606" "NM_002202" 2459 1127
"1607" "NM_014228" 3739 1456
"1608" "NM_002700" 1182 75
"1609" "NM_012208" 2483 738
"1610" "NM_031438" 3492 2005
"1611" "" 5459 2102
"1612" "NM_000163" 4560 2452
"1613" "NM_004394" 2339 1825
"1614" "NM_006696" 3198 325
"1615" "NM_001945" 2386 17
"1616" "NM_001945" 2386 1437
"1617" "NM_002317" 5102 3547
"1618" "NM_002104" 1509 643
"1619" "NM_016279" 3079 535
"1620" "NM_001309444" 3701 2474
"1621" "NM_001309443" 3701 2474
"1622" "NM_003118" 3701 2474
"1623" "NM_004821" 1738 833
"1624" "NM_018937" 3355 786
"1625" "NM_015669" 3408 802
"1626" "NM_018939" 3266 644
"1627" "NM_018940" 3765 1165
"1628" "NM_018935" 4017 1422
"1629" "NM_000843" 6143 3329
"1630" "NM_001317825" 3107 1965
"1631" "NM_017872" 3107 1965
"1632" "NM_002187" 2761 1317
"1633" "NM_024850" 2229 950
"1634" "NM_003314" 1467 477
"1635" "NM_001282500" 1467 477
