Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
SLC7A2	ENST00000494857.1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 	1233	1	1	0	0	1	0	0	1	0	hsa-miR-1-3p	-0.11	-0.11	0.81	2005, 2007, 2009, 2011
ZC3H7B	ENST00000352645.4	zinc finger CCCH-type containing 7B 	888	1	1	0	0	0	0	0	0	0	hsa-miR-206	-0.11	-0.11	0.83	2007, 2009, 2011
CD2AP	ENST00000359314.5	CD2-associated protein 	145	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.11	-0.48	0.91	2007, 2009, 2011
CRISPLD2	ENST00000262424.5	cysteine-rich secretory protein LCCL domain containing 2 	397	1	0	1	0	3	0	0	3	1	hsa-miR-1-3p	-0.11	-0.14	0.58	
RNF213	ENST00000582970.1	ring finger protein 213 	630	1	1	0	0	0	0	0	0	2	hsa-miR-1-3p	-0.11	-0.13	0.35	2009
HP1BP3	ENST00000312239.5	heterochromatin protein 1, binding protein 3 	1886	1	0	0	1	0	0	0	0	1	hsa-miR-206	-0.11	-0.29	0.68	2007, 2009, 2011
ABL2	ENST00000502732.1	c-abl oncogene 2, non-receptor tyrosine kinase 	892	1	0	1	0	0	0	0	0	2	hsa-miR-206	-0.11	-0.11	0.73	2009, 2011
BSN	ENST00000296452.4	bassoon presynaptic cytomatrix protein 	31	2	1	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.11	-0.11	0.98	2005, 2007, 2009, 2011
KIAA1045	ENST00000242315.3	KIAA1045 	42	1	1	0	0	1	0	0	1	2	hsa-miR-206	-0.11	-0.19	0.10	2009, 2011
ZNF236	ENST00000253159.8	zinc finger protein 236 	60	2	0	1	1	0	0	0	0	1	hsa-miR-206	-0.11	-0.17	0.78	2005, 2007, 2009, 2011
RFFL	ENST00000315249.7	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase 	670	1	0	0	1	0	0	0	0	1	hsa-miR-206	-0.11	-0.13	0.59	
DCP2	ENST00000389063.2	decapping mRNA 2 	155	1	0	0	1	2	2	0	0	1	hsa-miR-206	-0.11	-0.39	0.68	2005, 2007, 2009, 2011
NCOA1	ENST00000405141.1	nuclear receptor coactivator 1 	200	1	0	0	1	1	0	0	1	0	hsa-miR-206	-0.11	-0.24	0.81	2005, 2007, 2009, 2011
RORA	ENST00000335670.6	RAR-related orphan receptor A 	102	1	1	0	0	0	0	0	0	2	hsa-miR-1-3p	-0.11	-0.12	0.79	2011
RIMS4	ENST00000372851.3	regulating synaptic membrane exocytosis 4 	30	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.11	-0.11	0.58	2005, 2007, 2009, 2011
ECM2	ENST00000375540.1	extracellular matrix protein 2, female organ and adipocyte specific 	19	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.10	-0.44	0.22	
KIRREL	ENST00000368172.1	kin of IRRE like (Drosophila) 	493	1	0	1	0	1	0	1	0	3	hsa-miR-206	-0.10	-0.11	0.36	
NRCAM	ENST00000379028.3	neuronal cell adhesion molecule 	152	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.10	-0.10	0.63	2011
VKORC1L1	ENST00000360768.3	vitamin K epoxide reductase complex, subunit 1-like 1 	2291	1	0	1	0	1	0	0	1	0	hsa-miR-1-3p	-0.10	-0.25	0.79	
ATXN7L1	ENST00000419735.3	ataxin 7-like 1 	67	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.10	-0.11	0.65	
SLC30A1	ENST00000367001.4	solute carrier family 30 (zinc transporter), member 1 	831	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.10	-0.14	0.32	
AC129492.6	ENST00000399413.3		5	1	0	0	1	1	0	0	1	0	hsa-miR-206	-0.10	-0.10	< 0.1	
PPP1R9A	ENST00000289495.5	protein phosphatase 1, regulatory subunit 9A 	46	1	0	1	0	1	0	1	0	1	hsa-miR-206	-0.10	-0.18	0.39	
NCBP1	ENST00000375147.3	nuclear cap binding protein subunit 1, 80kDa 	746	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.10	-0.15	0.45	2009, 2011
ARHGEF3	ENST00000296315.3	Rho guanine nucleotide exchange factor (GEF) 3 	359	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.10	-0.10	0.61	2009, 2011
LONRF3	ENST00000304778.7	LON peptidase N-terminal domain and ring finger 3 	36	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.10	-0.16	0.64	
RRAGD	ENST00000369415.4	Ras-related GTP binding D 	644	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.10	-0.14	0.67	2011
TEX2	ENST00000258991.3	testis expressed 2 	127	1	0	0	1	1	0	0	1	1	hsa-miR-206	-0.10	-0.21	0.60	2007, 2011
PTPN4	ENST00000263708.2	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) 	215	1	0	1	0	2	2	0	0	0	hsa-miR-1-3p	-0.10	-0.37	0.83	
RAD54L2	ENST00000409535.2	RAD54-like 2 (S. cerevisiae) 	215	1	0	1	0	1	0	0	1	1	hsa-miR-1-3p	-0.10	-0.10	0.45	
TSPAN9	ENST00000537971.1	tetraspanin 9 	1410	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.09	-0.19	0.83	2007, 2009, 2011
FBXO22	ENST00000308275.3	F-box protein 22 	1310	1	0	1	0	0	0	0	0	2	hsa-miR-1-3p	-0.09	-0.39	0.41	2011
MTMR12	ENST00000280285.5	myotubularin related protein 12 	156	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.09	-0.15	0.60	2009, 2011
MGAT5	ENST00000409645.1	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase 	1627	1	1	0	0	1	0	1	0	1	hsa-miR-1-3p	-0.09	-0.10	0.38	
EYA3	ENST00000373871.3	eyes absent homolog 3 (Drosophila) 	50	1	0	1	0	0	0	0	0	2	hsa-miR-1-3p	-0.09	-0.09	0.40	2011
GMFB	ENST00000358056.3	glia maturation factor, beta 	15	1	0	1	0	0	0	0	0	2	hsa-miR-1-3p	-0.09	-0.26	0.60	2009, 2011
KIAA1462	ENST00000375377.1	KIAA1462 	360	1	1	0	0	1	0	1	0	2	hsa-miR-1-3p	-0.09	-0.14	0.17	2011
GAN	ENST00000568107.2	gigaxonin 	185	1	1	0	0	1	0	1	0	0	hsa-miR-1-3p	-0.09	-0.16	0.89	
ZFP91	ENST00000316059.6	ZFP91 zinc finger protein 	688	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.09	-0.09	0.64	2005, 2007, 2009, 2011
ANKRD13A	ENST00000261739.4	ankyrin repeat domain 13A 	1644	1	0	0	1	0	0	0	0	2	hsa-miR-1-3p	-0.09	-0.09	0.57	2011
CAND1	ENST00000545606.1	cullin-associated and neddylation-dissociated 1 	1568	1	0	1	0	0	0	0	0	2	hsa-miR-1-3p	-0.09	-0.21	0.34	
DPH1	ENST00000263083.6	diphthamide biosynthesis 1 	2807	1	0	0	1	0	0	0	0	0	hsa-miR-206	-0.09	-0.09	ORF	
CA12	ENST00000178638.3	carbonic anhydrase XII 	42	1	1	0	0	2	0	1	1	0	hsa-miR-206	-0.09	-0.30	< 0.1	
PHC2	ENST00000431992.1	polyhomeotic homolog 2 (Drosophila) 	11	1	0	1	0	0	0	0	0	0	hsa-miR-206	-0.09	-0.09	0.34	2005, 2007, 2011
HMGCR	ENST00000287936.4	3-hydroxy-3-methylglutaryl-CoA reductase 	1385	1	1	0	0	1	0	0	1	0	hsa-miR-1-3p	-0.09	-0.34	0.85	2005, 2007, 2009, 2011
UBN2	ENST00000473989.3	ubinuclein 2 	238	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.09	-0.13	0.67	2009, 2011
PLCG1	ENST00000244007.3	phospholipase C, gamma 1 	69	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.09	-0.09	0.72	2011
KCNJ15	ENST00000328656.4	potassium inwardly-rectifying channel, subfamily J, member 15 	5	1	1	0	0	1	0	0	1	2	hsa-miR-1-3p	-0.09	-0.09	0.58	
CNOT1	ENST00000317147.5	CCR4-NOT transcription complex, subunit 1 	294	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.09	-0.31	0.67	
ANKIB1	ENST00000265742.3	ankyrin repeat and IBR domain containing 1 	127	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.09	-0.27	0.79	2009, 2011
MAP1A	ENST00000382031.1	microtubule-associated protein 1A 	223	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.09	-0.09	0.53	2005, 2007, 2009, 2011
IGFBP4	ENST00000269593.4	insulin-like growth factor binding protein 4 	4053	1	1	0	0	0	0	0	0	3	hsa-miR-206	-0.09	-0.27	0.67	
RBMXL1	ENST00000321792.5	RNA binding motif protein, X-linked-like 1 	46	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.09	-0.10	0.62	
SH3PXD2B	ENST00000311601.5	SH3 and PX domains 2B 	123	1	1	0	0	1	0	0	1	2	hsa-miR-1-3p	-0.09	-0.12	0.18	2009, 2011
AGO3	ENST00000373191.4	argonaute RISC catalytic component 3 	198	1	0	0	1	1	1	0	0	1	hsa-miR-1-3p	-0.09	-0.16	0.66	
RNF44	ENST00000274811.4	ring finger protein 44 	1623	2	1	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.09	-0.10	0.71	2009, 2011
ACVR2B	ENST00000352511.4	activin A receptor, type IIB 	21	1	0	1	0	0	0	0	0	1	hsa-miR-206	-0.09	-0.20	0.84	2009, 2011
NRP2	ENST00000360409.3	neuropilin 2 	146	1	0	0	1	0	0	0	0	3	hsa-miR-1-3p	-0.09	-0.09	0.67	2005, 2007, 2011
ZBTB6	ENST00000373659.3	zinc finger and BTB domain containing 6 	55	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.09	-0.23	0.69	2009, 2011
FAM168B	ENST00000409185.1	family with sequence similarity 168, member B 	122	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.09	-0.22	0.73	2007, 2009, 2011
WASF2	ENST00000536657.1	WAS protein family, member 2 	311	1	1	0	0	0	0	0	0	2	hsa-miR-1-3p	-0.09	-0.09	0.57	2011
TNPO1	ENST00000337273.5	transportin 1 	2041	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.09	-0.14	0.82	2007, 2009, 2011
UBQLN1	ENST00000376395.4	ubiquilin 1 	471	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.09	-0.11	0.27	2005, 2007
WIPF2	ENST00000323571.4	WAS/WASL interacting protein family, member 2 	214	1	1	0	0	1	0	0	1	2	hsa-miR-1-3p	-0.08	-0.36	0.90	2007, 2009, 2011
PDRG1	ENST00000202017.4	p53 and DNA-damage regulated 1 	116	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.08	-0.08	0.64	2009, 2011
ADAR	ENST00000292205.5	adenosine deaminase, RNA-specific 	633	1	0	1	0	0	0	0	0	3	hsa-miR-1-3p	-0.08	-0.43	0.83	2005, 2007, 2009, 2011
HNF4A	ENST00000316099.4	hepatocyte nuclear factor 4, alpha 	915	1	1	0	0	1	0	0	1	1	hsa-miR-1-3p	-0.08	-0.09	0.28	
TRHDE	ENST00000261180.4	thyrotropin-releasing hormone degrading enzyme 	34	1	0	1	0	1	0	1	0	1	hsa-miR-1-3p	-0.08	-0.20	0.58	2011
NGFR	ENST00000172229.3	nerve growth factor receptor 	5	1	0	1	0	0	0	0	0	0	hsa-miR-206	-0.08	-0.08	0.45	2007, 2009, 2011
SLC35A3	ENST00000465289.1	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 	191	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.08	-0.14	0.30	
SMG7	ENST00000367537.3	SMG7 nonsense mediated mRNA decay factor 	305	1	1	0	0	1	0	0	1	0	hsa-miR-1-3p	-0.08	-0.13	0.65	2009, 2011
PAX6	ENST00000419022.1	paired box 6 	191	1	0	1	0	1	0	1	0	2	hsa-miR-1-3p	-0.08	-0.27	0.76	2011
SLC6A20	ENST00000353278.4	solute carrier family 6 (proline IMINO transporter), member 20 	5	1	1	0	0	2	0	0	2	1	hsa-miR-1-3p	-0.08	-0.08	0.15	
CAPN5	ENST00000278559.3	calpain 5 	89	1	0	1	0	1	0	0	1	1	hsa-miR-206	-0.08	-0.16	0.35	
SETBP1	ENST00000282030.5	SET binding protein 1 	77	1	1	0	0	1	0	0	1	2	hsa-miR-1-3p	-0.08	-0.08	0.53	2005, 2007, 2009, 2011
SFRP1	ENST00000220772.3	secreted frizzled-related protein 1 	148	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.08	-0.45	0.87	2005, 2007, 2009, 2011
PAPOLG	ENST00000238714.3	poly(A) polymerase gamma 	49	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.08	-0.08	0.65	2011
MAML2	ENST00000524717.1	mastermind-like 2 (Drosophila) 	104	1	0	0	1	2	0	0	2	0	hsa-miR-1-3p	-0.08	-0.10	0.68	
KDSR	ENST00000406396.3	3-ketodihydrosphingosine reductase 	322	1	1	0	0	1	0	1	0	0	hsa-miR-1-3p	-0.07	-0.10	0.11	2011
PANK3	ENST00000239231.6	pantothenate kinase 3 	522	1	0	1	0	1	0	0	1	0	hsa-miR-1-3p	-0.07	-0.26	0.81	
NAALADL2	ENST00000454872.1	N-acetylated alpha-linked acidic dipeptidase-like 2 	5	1	0	0	1	1	0	0	1	0	hsa-miR-1-3p	-0.07	-0.07	0.65	2007, 2009, 2011
CPA4	ENST00000445470.2	carboxypeptidase A4 	1319	1	0	1	0	0	0	0	0	0	hsa-miR-206	-0.07	-0.07	0.68	2009, 2011
ROR1	ENST00000371079.1	receptor tyrosine kinase-like orphan receptor 1 	80	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.07	-0.07	0.68	
SNX33	ENST00000308527.5	sorting nexin 33 	148	1	0	1	0	2	0	0	2	1	hsa-miR-206	-0.07	-0.09	0.82	
NUCKS1	ENST00000367142.4	nuclear casein kinase and cyclin-dependent kinase substrate 1 	1692	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.07	-0.22	0.31	
C6orf120	ENST00000332290.2	chromosome 6 open reading frame 120 	1415	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.07	-0.30	< 0.1	
AVL9	ENST00000318709.4	AVL9 homolog (S. cerevisiase) 	246	2	0	0	2	1	0	0	1	0	hsa-miR-1-3p	-0.07	-0.11	0.91	
ZIC4	ENST00000383075.3	Zic family member 4 	5	1	0	1	0	1	0	0	1	0	hsa-miR-1-3p	-0.07	-0.07	0.37	2005, 2007, 2009
PLAG1	ENST00000316981.3	pleiomorphic adenoma gene 1 	58	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.07	-0.08	0.66	2005, 2007, 2009, 2011
OLFML2A	ENST00000288815.5	olfactomedin-like 2A 	155	1	1	0	0	0	0	0	0	0	hsa-miR-206	-0.07	-0.07	0.82	2005, 2007, 2009, 2011
HEYL	ENST00000372852.3	hairy/enhancer-of-split related with YRPW motif-like 	37	1	1	0	0	1	0	0	1	4	hsa-miR-206	-0.07	-0.16	0.26	2011
DGKG	ENST00000265022.3	diacylglycerol kinase, gamma 90kDa 	5	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.07	-0.07	0.42	2005, 2007, 2009, 2011
VMP1	ENST00000262291.4	vacuole membrane protein 1 	2505	1	0	0	1	0	0	0	0	2	hsa-miR-1-3p	-0.07	-0.27	0.68	2009
FUBP3	ENST00000319725.9	far upstream element (FUSE) binding protein 3 	121	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.07	-0.17	0.78	2009, 2011
SLC23A2	ENST00000338244.1	solute carrier family 23 (ascorbic acid transporter), member 2 	121	1	0	1	0	1	0	0	1	2	hsa-miR-1-3p	-0.07	-0.10	0.74	2009, 2011
KLHL26	ENST00000300976.4	kelch-like family member 26 	238	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.07	-0.14	0.36	
ZMYND11	ENST00000381591.1	zinc finger, MYND-type containing 11 	43	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.06	-0.10	0.67	2007, 2009, 2011
FAM126A	ENST00000409923.1	family with sequence similarity 126, member A 	241	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.06	-0.28	0.83	2011
PLXNA4	ENST00000321063.4	plexin A4 	9	1	1	0	0	3	1	1	1	3	hsa-miR-1-3p	-0.06	-0.09	0.25	2009, 2011
QKI	ENST00000392127.2	QKI, KH domain containing, RNA binding 	323	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.06	-0.07	0.48	2005, 2007, 2009, 2011
ASXL2	ENST00000435504.4	additional sex combs like 2 (Drosophila) 	139	1	1	0	0	1*	0	0	0	1	hsa-miR-1-3p	-0.06	-0.06	0.78	2009, 2011
ASH1L	ENST00000368346.3	ash1 (absent, small, or homeotic)-like (Drosophila) 	56	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.06	-0.06	0.63	2007, 2009
FAM46C	ENST00000369448.3	family with sequence similarity 46, member C 	74	1	1	0	0	1	0	0	1	1	hsa-miR-206	-0.06	-0.22	0.53	2009, 2011
UBE4A	ENST00000252108.3	ubiquitination factor E4A 	29	1	1	0	0	1	0	1	0	0	hsa-miR-1-3p	-0.06	-0.26	0.78	2005, 2007, 2009, 2011
PEAK1	ENST00000312493.4	pseudopodium-enriched atypical kinase 1 	209	1	1	0	0	2	0	1	1	1	hsa-miR-206	-0.06	-0.07	0.56	2009, 2011
PPP2R5A	ENST00000261461.2	protein phosphatase 2, regulatory subunit B', alpha 	13	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.06	-0.16	0.65	2005, 2007, 2011
MR1	ENST00000367580.5	major histocompatibility complex, class I-related 	107	1	1	0	0	1	0	1	0	0	hsa-miR-1-3p	-0.06	-0.35	0.17	2011
TOMM70A	ENST00000284320.5	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae) 	639	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.06	-0.21	0.68	2009, 2011
GLYR1	ENST00000436648.5	glyoxylate reductase 1 homolog (Arabidopsis) 	31	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.06	-0.06	0.66	2007, 2009, 2011
EPB41L1	ENST00000441639.1	erythrocyte membrane protein band 4.1-like 1 	369	1	1	0	0	1	0	0	1	2	hsa-miR-1-3p	-0.06	-0.18	0.88	2009, 2011
IPMK	ENST00000373935.3	inositol polyphosphate multikinase 	196	1	1	0	0	1	0	0	1	0	hsa-miR-1-3p	-0.06	-0.33	0.49	2011
FZD4	ENST00000531380.1	frizzled family receptor 4 	5	1	1	0	0	1	0	0	1	0	hsa-miR-1-3p	-0.06	-0.06	0.50	2011
HECW2	ENST00000260983.3	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 	28	1	0	0	1	1	0	0	1	2	hsa-miR-1-3p	-0.06	-0.11	0.66	
SLC38A2	ENST00000256689.5	solute carrier family 38, member 2 	696	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.06	-0.06	0.66	2005, 2007, 2011
G2E3	ENST00000206595.6	G2/M-phase specific E3 ubiquitin protein ligase 	286	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.06	-0.06	0.10	2009, 2011
FOXD3	ENST00000371116.2	forkhead box D3 	7	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.06	-0.27	0.38	
ZNF652	ENST00000362063.2	zinc finger protein 652 	33	1	0	0	1	0	0	0	0	0	hsa-miR-206	-0.06	-0.09	0.66	2009, 2011
ATP6V1B2	ENST00000276390.2	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2 	97	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.06	-0.18	0.68	2005, 2007, 2009, 2011
NDST1	ENST00000261797.6	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 	13660	1	0	0	1	0	0	0	0	2	hsa-miR-206	-0.06	-0.06	0.59	2005, 2007, 2011
SOX6	ENST00000316399.6	SRY (sex determining region Y)-box 6 	22	1	0	0	1	1	0	1	0	0	hsa-miR-1-3p	-0.05	-0.15	0.67	2005, 2007, 2009, 2011
PREX1	ENST00000396220.1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 	14	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.05	-0.05	0.84	2005, 2007, 2009, 2011
PPM1L	ENST00000498165.1	protein phosphatase, Mg2+/Mn2+ dependent, 1L 	59	1	1	0	0	2	0	0	2	0	hsa-miR-1-3p	-0.05	-0.31	0.45	
DAAM1	ENST00000395125.1	dishevelled associated activator of morphogenesis 1 	167	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.05	-0.07	0.34	2005, 2007, 2009, 2011
RTN3	ENST00000339997.4	reticulon 3 	85	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.05	-0.05	ORF	2009, 2011
DDX3X	ENST00000399959.2	DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked 	965	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.05	-0.21	0.67	2005, 2007, 2009, 2011
PPTC7	ENST00000354300.3	PTC7 protein phosphatase homolog (S. cerevisiae) 	817	1	0	0	1	0	0	0	0	0	hsa-miR-206	-0.05	-0.05	0.63	
TRIP11	ENST00000267622.4	thyroid hormone receptor interactor 11 	13	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.05	-0.14	0.78	
PFKFB2	ENST00000367080.3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 	83	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.05	-0.05	< 0.1	2009, 2011
DIP2A	ENST00000318711.7	DIP2 disco-interacting protein 2 homolog A (Drosophila) 	298	1	0	1	0	1	0	0	1	0	hsa-miR-1-3p	-0.05	-0.06	0.30	2011
SLC44A2	ENST00000335757.5	solute carrier family 44 (choline transporter), member 2 	720	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.05	-0.11	0.67	2009, 2011
GDAP1L1	ENST00000342560.5	ganglioside induced differentiation associated protein 1-like 1 	28	1	0	1	0	0	0	0	0	0	hsa-miR-206	-0.04	-0.27	0.83	2005, 2007, 2009, 2011
ABCA1	ENST00000374736.3	ATP-binding cassette, sub-family A (ABC1), member 1 	184	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.04	-0.05	0.68	2009, 2011
FBXO30	ENST00000237281.4	F-box protein 30 	224	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.04	-0.09	0.51	
PHLPP2	ENST00000568954.1	PH domain and leucine rich repeat protein phosphatase 2 	172	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.04	-0.04	0.43	2007, 2009, 2011
TTPAL	ENST00000262605.4	tocopherol (alpha) transfer protein-like 	265	1	0	1	0	0	0	0	0	1	hsa-miR-206	-0.04	-0.13	0.47	2009, 2011
NCOA3	ENST00000341724.6	nuclear receptor coactivator 3 	282	1	0	1	0	1	0	0	1	0	hsa-miR-1-3p	-0.04	-0.05	0.37	2005, 2007, 2011
GLRA3	ENST00000274093.3	glycine receptor, alpha 3 	5	1	1	0	0	1	0	0	1	1	hsa-miR-1-3p	-0.04	-0.04	< 0.1	
ATXN2	ENST00000550104.1	ataxin 2 	7	1	0	0	1	0	0	0	0	0	hsa-miR-206	-0.04	-0.04	ORF	
SRRM4	ENST00000267260.4	serine/arginine repetitive matrix 4 	22	1	0	1	0	1	0	1	0	2	hsa-miR-1-3p	-0.04	-0.04	0.29	2011
NRP1	ENST00000374875.1	neuropilin 1 	586	1	1	0	0	1	0	0	1	0	hsa-miR-1-3p	-0.04	-0.42	0.84	2005, 2007, 2009, 2011
SLC5A3	ENST00000381151.3	solute carrier family 5 (sodium/myo-inositol cotransporter), member 3 	24	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.04	-0.20	0.79	2009
SLC5A3	ENST00000608209.1	sodium/myo-inositol cotransporter  	24	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.04	-0.20	0.79	2011
TECPR2	ENST00000359520.7	tectonin beta-propeller repeat containing 2 	109	1	1	0	0	1	0	1	0	0	hsa-miR-1-3p	-0.04	-0.05	0.36	2009, 2011
CREB5	ENST00000357727.2	cAMP responsive element binding protein 5 	54	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.04	-0.31	0.72	2005, 2007, 2009, 2011
STK35	ENST00000381482.3	serine/threonine kinase 35 	263	1	0	1	0	1	0	1	0	2	hsa-miR-1-3p	-0.04	-0.04	0.38	2011
SOX5	ENST00000546136.1	SRY (sex determining region Y)-box 5 	43	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.04	-0.11	< 0.1	
SLC31A1	ENST00000374212.4	solute carrier family 31 (copper transporter), member 1 	171	1	0	0	1	1	0	0	1	1	hsa-miR-1-3p	-0.04	-0.27	0.67	2007, 2009, 2011
ARHGAP31	ENST00000264245.4	Rho GTPase activating protein 31 	32	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.04	-0.11	0.69	2011
SLC7A11	ENST00000280612.5	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 	61	1	1	0	0	1	0	0	1	1	hsa-miR-1-3p	-0.04	-0.15	< 0.1	2011
SMG1	ENST00000446231.2	SMG1 phosphatidylinositol 3-kinase-related kinase 	339	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.03	-0.04	0.60	2005, 2007, 2009, 2011
DBP	ENST00000222122.5	D site of albumin promoter (albumin D-box) binding protein 	38	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.28	0.18	
MRAS	ENST00000289104.4	muscle RAS oncogene homolog 	181	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.21	0.66	2009, 2011
RFX3	ENST00000382004.3	regulatory factor X, 3 (influences HLA class II expression) 	37	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.04	0.58	
ABI2	ENST00000295851.5	abl-interactor 2 	877	2	2	0	0	4*	1	0	2	3	hsa-miR-1-3p	-0.03	-0.35	0.83	2009, 2011
NSD1	ENST00000439151.2	nuclear receptor binding SET domain protein 1 	685	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.03	-0.11	0.72	2011
PYGO2	ENST00000368457.2	pygopus homolog 2 (Drosophila) 	35	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.03	-0.13	0.37	2011
TRIM27	ENST00000377194.3	tripartite motif containing 27 	492	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.03	ORF	
G3BP1	ENST00000394123.3	GTPase activating protein (SH3 domain) binding protein 1 	688	1	1	0	0	0	0	0	0	2	hsa-miR-1-3p	-0.03	-0.32	0.97	
SPEG	ENST00000312358.7	SPEG complex locus 	179	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.03	0.90	2009, 2011
